 ,,INFLUENCERS,,CIUDAD / PAÍS,,DÍA,HORARIO DE PUBLICACIÓN,,TIPO DE PUBLICACIÓN,,,,MONETIZACIÓN,,,NÚMERO DE REACCIONES,,,PERSONAS EXPUESTAS (ROL),,,,,,,,,,PLANO PARA TOMAR FOTO/VIDEO,ELEMENTOS TECNOLÓGICOS,DESCRIPCIÓN
GLOBAL,MODELO,Candice Swanepoel,31,"Mooi River, Sudáfrica",,Viernes,,12:00 P.M.,X,,,,X,,,,,,,,,,,X,,,X,,Plano primer,Camiseta,"Foto captura del video Springbok stories de Siya Kolisi (@springbokofficial), con la frase ¨Everybody Who has walked to school without shoes on¨"
GLOBAL,MODELO,Candice Swanepoel,31,"Mooi River, Sudáfrica",,Viernes,,4: 00 P.M.,X,,,,X,,,,,,,,,,,,,,,X,,,Foto de la entrada de una catedral
GLOBAL,MODELO,Candice Swanepoel,31,"Mooi River, Sudáfrica",,Viernes,,4: 00 P.M.,X,,,,X,,,,,,,,,,,,,,,X,,,"Foto de un lago con un puente, en todo un paisaje natural girada verticalmente viendo el reflejo en el agua"
GLOBAL,MODELO,Candice Swanepoel,31,"Mooi River, Sudáfrica",,Viernes,,4: 00 P.M.,X,,,,X,,,,,,,,,,,,,,,X,,,"Foto desde el Central park, haciendo un contraste de la naturaleza y la ciudad, con un gif que dice ¨I love NY¨"
GLOBAL,MODELO,Candice Swanepoel,31,"Mooi River, Sudáfrica",,Viernes,,4: 00 P.M.,X,,,,X,,,,,,X,,,,,,,,,,Plano americano,Indumentaria y carreola de bebé,"Foto de ella tomando la foto desde el Central park, haciendo un contraste de la naturaleza y la ciudad, con un gif que dice ¨I love NY¨"
GLOBAL,MODELO,Candice Swanepoel,31,"Mooi River, Sudáfrica",,Viernes,,4: 00 P.M.,X,,,,X,,,,,,,X,,X,,,,,,,Plano completo,"Indumentaria (Tenis, jeans, pantalón, pantalones, buzo deportivo, lentes de sol, cascos, monopatín)","Foto de ella, su esposo e hijos, cada uno dándole un beso en la mejilla sentado en una silla del Central Park en la golden hour, con un sticker que dice ¨love, love, love¨"
GLOBAL,MODELO,Candice Swanepoel,31,"Mooi River, Sudáfrica",,Viernes,,4: 00 P.M.,X,,,,X,,,,,,,,,,,,,,,X,,,Foto de un paisaje con un puente y un lago
GLOBAL,MODELO,Candice Swanepoel,31,"Mooi River, Sudáfrica",,Sábado,,12:00 P.M.,,X,,,X,,,,,,,,,,,X,,,X,,Plano medio,Indumentaria (esqueleto blanco) y joyería,Video de @kingmoniki en una fiesta mezclando música
GLOBAL,MODELO,Candice Swanepoel,31,"Mooi River, Sudáfrica",,Sábado,,12:00 P.M.,,X,,,X,,,,,,X,,,,,,,,,,Plano medio corto,Indumentaria (esqueleto blanco) y joyería,"Video de ella con música de meditación, mientras muestra su maquillaje"
GLOBAL,MODELO,Candice Swanepoel,31,"Mooi River, Sudáfrica",,Sábado,,3: 00 P.M.,X,,,,X,,,,,,,,,,,,,,,X,,,"Foto de captura de la canción de Know there`s gonna be de Jamie xx, You Thug y Popcaan "
GLOBAL,MODELO,Candice Swanepoel,31,"Mooi River, Sudáfrica",,Sábado,,3: 00 P.M.,X,,,,X,,,,,,,,,,,,,,,X,,"Indumentaria (camiseta, camisas, bodys)",Collage de portadas de playboy
GLOBAL,MODELO,Candice Swanepoel,31,"Mooi River, Sudáfrica",,Domingo,,7:00 P.M.,,X,,,X,,,,,,X,,,,,,,,,,Plano medio,Indumentaria (brasier y pantalón) y maquillaje,"Video de ella reflejada en un espejo con música de fondo bailando, un texto que dice ¨#saturdaynight fever.Might delete later :)"
GLOBAL,MODELO,Candice Swanepoel,31,"Mooi River, Sudáfrica",,Lunes,,3: 00 P.M.,X,,,,X,,,,,,,X,,,X,,,,,,Plano completo,"Indumentaria (falda, top corto, sandalias de tacón) y maquillaje","Foto de @joansmalls poniendo dos fotos en comparación de ella y @angelcandices, con un texto que dice ¨When Wifey is your inspiration¨ (@brandonmaxwell)"
GLOBAL,MODELO,Candice Swanepoel,31,"Mooi River, Sudáfrica",,Lunes,,7:00 P.M.,,X,,,X,,,,,,X,,,,,,,,,,Plano medio,"Indumentaria (vestido), pinza de flores, joyeria y maquillaje","Video de ella posando ante la cámara mostrando su look, con un texto que dice ¨Coming for you @jasonwu #cfda"
GLOBAL,MODELO,Candice Swanepoel,31,"Mooi River, Sudáfrica",,Lunes,,10:00 P.M.,,X,,,X,,,,,,,,,,,X,,,X,,Plano medio,"Indumentaria (vestido y guantes), peluca, tocado, joyeria y maquillaje","Video de una modelo haciendo pasarela mientras toma una copa de champagne, con un texto que dice ¨Mood¨"
GLOBAL,MODELO,Candice Swanepoel,31,"Mooi River, Sudáfrica",,Lunes,,10:00 P.M.,,X,,,X,,,,,,,,,,,X,X,,,,Plano medio,Indumentaria y joyeria,Video de un coreografía en el evento @cfda
GLOBAL,MODELO,Candice Swanepoel,31,"Mooi River, Sudáfrica",,Lunes,,10:00 P.M.,X,,,,X,,,,,,,X,,,X,,,,,,Plano medio,"Indumentaria (vestido, top y camisa), pinza de flores, joyeria, maquillaje y smartphone","Foto de ella con sus amigas tomando una foto del reflejo del espejo en el baño del evento (@rubyaldridge), con un texto que dice ¨Bathroom content¨"
GLOBAL,MODELO,Candice Swanepoel,31,"Mooi River, Sudáfrica",,Lunes,,11:00 P.M.,X,,,,X,,,,,,X,,,,,,,,,,Plano completo,"Indumentaria (vestido), pinza de flores, joyeria, sobre de mano, sandalias y maquillaje",Foto de ella posando en un díptico (@jasonwu #cfda)
GLOBAL,MODELO,Candice Swanepoel,31,"Mooi River, Sudáfrica","Nueva York, Estados Unidos ",Lunes,,11:00 P.M.,,,X,,X,,,266.015K,,1.288K,,X,,,X,,,,,,Plano medio,"flor, maquillaje y pendientes",🧚🏻‍♀️
GLOBAL,MODELO,Candice Swanepoel,31,"Mooi River, Sudáfrica",,Martes,,6:00 P.M.,X,,,,X,,,,,,,X,,X,,,,,,,Plano completo,"Indumentaria (vestido, traje y camiseta), pinza de flores, joyeria, sobre de mano, sandalias y maquillaje",Foto de ella posando con @jasonwu
GLOBAL,MODELO,Candice Swanepoel,31,"Mooi River, Sudáfrica","Nueva York, Estados Unidos ",Martes,,6:00 P.M.,,,X,,X,,,101.385K,,241,,,,,,X,X,,,,Plano completo,"Indumentaria (vestido, traje y camiseta), pinza de flores, joyeria, sobre de mano, sandalias y maquillaje",
GLOBAL,MODELO,Candice Swanepoel,31,"Mooi River, Sudáfrica",,Martes,,6:00 P.M.,X,,,,X,,,,,,X,,,,,,,,,,Plano completo y medio,"Indumentaria (vestido y sandalias de tacón), pinza de flores, joyeria, bolso de mano y maquillaje","Foto de ella posando en dos tipo de enfoque de la misma foto, con un texto que dice ¨In denial that winter is coming¨"
GLOBAL,MODELO,Grace Elizabeth Harry,22,"Lake City, Florida, Estados Unidos",,Jueves,,1:00 P.M.,X,,,,X,,,,,,X,,,,,,,,,,Plano completo,"Abrigo a cuadros, jeans y tenis","Foto de ella de espaldas, señalando el cielo, mientras mira la cámara"
GLOBAL,MODELO,Grace Elizabeth Harry,22,"Lake City, Florida, Estados Unidos",,Jueves,,9:00 P.M.,X,,,,X,,,,,,X,,,,,,,,,,Plano medio corto,"Maquillaje, escarcha y lentes de contacto","Foto mostrando el proceso de maquille para su disfraz, con un texto que dice ¨Getting there @florianedavid"
GLOBAL,MODELO,Grace Elizabeth Harry,22,"Lake City, Florida, Estados Unidos",,Jueves,,9:00 P.M.,,X,,,X,,,,,,X,,,,,,,,,,Plano medio corto,"Maquillaje, escarcha y lentes de contacto",Video boomerang del proceso de peinado del disfraz  (@florianedavid/@brianbuenaventura)
GLOBAL,MODELO,Grace Elizabeth Harry,22,"Lake City, Florida, Estados Unidos",,Jueves,,9:00 P.M.,X,,,,X,,,,,,X,,,,,,,,,,Plano a detalles,Uñas acrilicas y pintura corporal,Foto de un dulce que se llama Juicy Fruit
GLOBAL,MODELO,Grace Elizabeth Harry,22,"Lake City, Florida, Estados Unidos",,Jueves,,9:00 P.M.,X,,,,X,,,,,,,X,,,X,,,,,,Plano medio corto,"Pelucas, extensiones de pestañas y cabello, maquillaje, disfraces y joyería",Foto de grace con sus amigas @duckieofficial y @anokyai y un texto que dice ¨Happy Halloween¨
GLOBAL,MODELO,Grace Elizabeth Harry,22,"Lake City, Florida, Estados Unidos",,Jueves,,10:00 P.M.,X,,,,,,X,,,,X,,,,,,,,,,Plano medio,"Maquillaje con predominancia en los labios rojos, uñas pintadas y vestido a juego con lo anterior, además de una diadema y joyería",Foto de ella de perfil pero mirando a la cámara con un texto que dice ¨In it to win this Holiday with  @esttelaudre #EsteeModel
GLOBAL,MODELO,Grace Elizabeth Harry,22,"Lake City, Florida, Estados Unidos",,Jueves,,10:00 P.M.,,X,,,,,X,,,,X,,,,,,,,,,,,"Video promocional de Estee Laudrie, él cual es desarrollado en un casino con un texto que dice ¨In it to win this Holiday with  @esttelaudre #EsteeModel"
GLOBAL,MODELO,Grace Elizabeth Harry,22,"Lake City, Florida, Estados Unidos","Nueva York, Estados Unidos ",Jueves,,10:00 P.M.,,,X,,X,,,30.044K,,117,,X,,,X,,,,,,Plano completo,"Camisa ancha, jean, y botas",Es otoño todos ustedes 🍁🍂
GLOBAL,MODELO,Grace Elizabeth Harry,22,"Lake City, Florida, Estados Unidos","Nueva York, Estados Unidos ",Jueves,,10:00 P.M.,,,X,,X,,,30.044K,,117,,X,,,X,,,,,,Plano completo,"Camisa ancha, jean, y botas",Es otoño todos ustedes 🍁🍂
GLOBAL,MODELO,Grace Elizabeth Harry,22,"Lake City, Florida, Estados Unidos","Nueva York, Estados Unidos ",Jueves,,10:00 P.M.,,,X,,X,,,30.044K,,117,,X,,,X,,,,,,Plano completo,"Camisa ancha, jean, y botas",Es otoño todos ustedes 🍁🍂
GLOBAL,MODELO,Grace Elizabeth Harry,22,"Lake City, Florida, Estados Unidos","Nueva York, Estados Unidos ",Jueves,,10:00 P.M.,,,X,,X,,,30.044K,,117,,X,,,X,,,,,,Plano completo,"Camisa ancha, jean, y botas",Es otoño todos ustedes 🍁🍂
GLOBAL,MODELO,Grace Elizabeth Harry,22,"Lake City, Florida, Estados Unidos","Nueva York, Estados Unidos ",Viernes,,10:00 P.M.,,,X,,,,X,26.446K,,107,,,,,,X,X,,,,Comercial,"traje formal, vestido, maquillaje joyería.sujetador de cabello y tacones",Las vacaciones estan en pleno apogeo a las @esteelauder! está nueva campaña me pone en un estado mental de vacaciones ❤️ #EsteeModel
GLOBAL,MODELO,Grace Elizabeth Harry,22,"Lake City, Florida, Estados Unidos","Nueva York, Estados Unidos ",Viernes,,12:00 P.M.,,,,X,,,X,26.446K,,107,X,,,,,,,,,,Plano americano," vestido, maquillaje jolloeria y sujetador de cabello",Las vacaciones estan en pleno apogeo a las @esteelauder! está nueva campaña me pone en un estado mental de vacaciones ❤️ #EsteeModel
GLOBAL,MODELO,Grace Elizabeth Harry,22,"Lake City, Florida, Estados Unidos",,Viernes,,1:00 P.M.,X,,,,X,,,,,,X,,,,,,,,,,Plano americano,"Peluca, leotardo, maquillaje y uñas acrilico","Foto de ella posando en un espacio con telarañas y pintura desgastadas, con un texto que dice ¨Heidi Halloween¨"
GLOBAL,MODELO,Grace Elizabeth Harry,22,"Lake City, Florida, Estados Unidos",,Viernes,,1:00 P.M.,X,,,,X,,,,,,X,,,,,,,,,,Plano medio corto,Maquillaje,"Foto de ella mostrando él procesos de su maquillaje para el disfraz, con un texto que dice ¨Process @florianedavid¨"
GLOBAL,MODELO,Grace Elizabeth Harry,22,"Lake City, Florida, Estados Unidos",,Viernes,,1:00 P.M.,X,,,,X,,,,,,X,,,,,,,,,,Plano americano,"Maquillaje, extensiones, prótesis de látex, leotardo y parques",Foto de ella posando su disfraz (body painting) tapando sus zonas sexuales (@florianedavid / @brianbuenaventura_
GLOBAL,MODELO,Grace Elizabeth Harry,22,"Lake City, Florida, Estados Unidos","Nueva York, Estados Unidos ",Viernes,,3:00 P.M.,,,X,,X,,,44.622K,,178,,,,,,X,,,X,,Plano americano,"Maquillaje, extensiones, prótesis de látex, leotardo y parques","HEIDI HALLOWEEN
Speechless @heidiklum ☠️🤯"
GLOBAL,MODELO,Grace Elizabeth Harry,22,"Lake City, Florida, Estados Unidos","Nueva York, Estados Unidos ",Viernes,,3:00 P.M.,,,X,,X,,,44.622K,,178,X,,,,,,,,,,Plano completo,"Maquillaje, extensiones, prótesis de látex, leotardo y parques","Happy Halloween 😈🎃
Thank you @florianedavid @brianbuenaventura_ 🖤🖤 #heidihalloween"
GLOBAL,MODELO,Grace Elizabeth Harry,22,"Lake City, Florida, Estados Unidos","Nueva York, Estados Unidos ",Viernes,,3:00 P.M.,,,X,,X,,,19.517K,,77,X,,,,,,,,,,Plano completo,"Maquillaje, extensiones, prótesis de látex, leotardo y parques","Happy Halloween 😈🎃
Thank you @florianedavid @brianbuenaventura_ 🖤🖤 #heidihalloween"
GLOBAL,MODELO,Grace Elizabeth Harry,22,"Lake City, Florida, Estados Unidos",,Sábado,,1:00 P.M.,X,,,,X,,,,,,X,,,,,,,,,,Plano primer ,"Maquillaje, extensiones, prótesis de látex, leotardo y parques",Foto de ella posando diagonalmente mirando la cámara
GLOBAL,MODELO,Grace Elizabeth Harry,22,"Lake City, Florida, Estados Unidos",,Sábado,,1:00 P.M.,X,,,,X,,,,,,X,,,,,,,,,,Plano americano,"Maquillaje, extensiones, prótesis de látex, leotardo y parques",Foto de ella posando su disfraz en la alfombra del restaurante Cathédrale (@florianedavid / @brianbuenaventura)
GLOBAL,MODELO,Grace Elizabeth Harry,22,"Lake City, Florida, Estados Unidos",,Sábado,,1:00 P.M.,X,,,,X,,,,,,,X,,,X,,,,,,Plano americano,"Maquillaje, extensiones, prótesis de látex, leotardo y parques",Foto de ella con @heidiklum en la fiesta de helio halloween  (@florianedavid / @brianbuenaventura)
GLOBAL,MODELO,Grace Elizabeth Harry,22,"Lake City, Florida, Estados Unidos",,Domingo,,3:00 P.M.,X,,,,,,X,,,,X,,,,,,,,,,Plano medio ,Indumentaria (saco y pantalón) y maquillaje,"Foto de ella mostrando un buzo (@albertaferretti), con un texto que dice ¨Grace Eliz save the planet¨"
GLOBAL,MODELO,Grace Elizabeth Harry,22,"Lake City, Florida, Estados Unidos","Nueva York, Estados Unidos ",Lunes,,12:00 P.M.,,,X,,X,,,33.860K,,155,,X,,,X,,,,,,Primer plano,"Maquillaje, sujetador de pelo y golosina",Ohh lolli lolli lolli lollipop 🍭
GLOBAL,MODELO,Grace Elizabeth Harry,22,"Lake City, Florida, Estados Unidos",,Lunes,,12:00 P.M.,,X,,,X,,,,,, ,,,,,X,,,X,,Plano completo,Indumentaria (saco y pantalón) ,"Video de zoom de su amiga @abbychampion que está tomándose selfies, con un texto que dice ¨Sneaky selfies aye?¨"
GLOBAL,MODELO,Grace Elizabeth Harry,22,"Lake City, Florida, Estados Unidos",,Lunes,,12:00 P.M.,,X,,,X,,,,,, ,,,,,X,,,X,,Plano completo,Indumentaria (saco y pantalón) ,"Video de zoom de amor de su amiga @abbychampion, con un texto que dice ¨I´ve been caught¨"
GLOBAL,MODELO,Grace Elizabeth Harry,22,"Lake City, Florida, Estados Unidos",,Lunes,,1:00 P.M.,,X,,,X,,,,,,,X,,,X,,,,,,Plano medio,Indumentaria (bata) ,"Video de ella con sus amigas @abbychampio y @taylor_hill, con un filtro de bebé "
COLOMBIA,INFLUENCER,Maleja Restrepo,34,"Santiago de Cali, Colombia",,Miércoles,,5:00 P.M.,,X,,,X,,,,,,,,,,,X,,,X,,Plano medio corto,"Peluches, uniforme de diario, pijama enteriza, tazón de plástico",Sus hijas comiendo crispetas
COLOMBIA,INFLUENCER,Maleja Restrepo,34,"Santiago de Cali, Colombia",,Miércoles,,5:00 P.M.,,X,,,,,X,,,,,,,,,X,,,X,,Plano medio corto,"Peluches, uniforme de diario, pijama enteriza, tazón de plástico",Sus hijas comiendo crispetas y dice que van a probar un nuevo sabor de Hatsu
COLOMBIA,INFLUENCER,Maleja Restrepo,34,"Santiago de Cali, Colombia",Bogotá D.C. Colombia,Miércoles,,5:00 P.M.,,,X,,X,,,286.766K,,2.805K,,X,,,X,,,,,,Plano completo,"disfraz de delfín, falda y tenis ",No nos sigan cazando por favor 🦈 #MisNiñas
COLOMBIA,INFLUENCER,Maleja Restrepo,34,"Santiago de Cali, Colombia",Bogotá D.C. Colombia,Miércoles,,5:00 P.M.,,,X,,X,,,286.766K,,2.805K,,X,,,X,,,,,,Plano medio,"disfraz de maga, báculo y maquillaje ",No nos sigan cazando por favor 🦈 #MisNiñas
COLOMBIA,INFLUENCER,Maleja Restrepo,34,"Santiago de Cali, Colombia",,Miércoles,,6:00 P.M.,,X,,,X,,,,,,,,,,,X,,,X,,Plano medio corto,"Peluches, uniforme de diario, pijama enteriza, tazón de plástico",Sus hijas comiendo crispetas y diciendo la palabra alegona
COLOMBIA,INFLUENCER,Maleja Restrepo,34,"Santiago de Cali, Colombia",,Miércoles,,6:00 P.M.,X,,,,X,,,,,,,,,,,,,,,X,,,"Foto de una carta que la mejor amiga de su hijas le escribió a su hija expresando su amistad, acompañada de un texto fuera de la imagen que dice ¨esta carta se la escribió Antón @carocastilloa la mejor amiga de Lupe y es lo más lindo que he leído el día de hoy . Que sabios son nuestros hijos"
COLOMBIA,INFLUENCER,Maleja Restrepo,34,"Santiago de Cali, Colombia",,Jueves,,7:00 A.M.,,X,,,X,,,,,,,X,,,X,,,,,,Plano medio corto,Indumentaria,Ella y sus hijas saludan en un espacio lleno de ropa
COLOMBIA,INFLUENCER,Maleja Restrepo,34,"Santiago de Cali, Colombia",,Jueves,,7:00 A.M.,,X,,,X,,,,,,,X,,,X,,,,,,Plano medio corto,Indumentaria,Ella y sus hijas diciendo que se van a disfrazar en un espacio lleno de ropa
COLOMBIA,INFLUENCER,Maleja Restrepo,34,"Santiago de Cali, Colombia",,Jueves,,7:00 A.M.,,X,,,X,,,,,,,X,,,X,,,,,,Plano medio corto,Indumentaria,Ella y sus hijas diciendo que siempre deben tener la mejor energía en un espacio lleno de ropa
COLOMBIA,INFLUENCER,Maleja Restrepo,34,"Santiago de Cali, Colombia",,Jueves,,7:00 A.M.,,X,,,X,,,,,,,X,,,X,,,,,,Plano medio corto,Indumentaria,"Video mostrando como quedo su hija mayor, mientras la niña desayuna, con un texto que dice ¨Que tal mi maquillaje?¨ y una encuesta que responde ¨haztelo tu¨y ¨Me encanta¨"
COLOMBIA,INFLUENCER,Maleja Restrepo,34,"Santiago de Cali, Colombia",,Jueves,,8:00 A.M.,,X,,,X,,,,,,,,,,,X,,,X,,Plano medio corto,,Muestra a su hija menor probando una torta saludable que les llegó de @issavarquez
COLOMBIA,INFLUENCER,Maleja Restrepo,34,"Santiago de Cali, Colombia",,Jueves,,9:00 A.M.,,X,,,X,,,,,,,,,,,X,,,X,,Plano completo,Indumentaria,"Video mostrando como quedo su hija menor disfrazada de tiburón, mientra canta la canción ¨Baby shark dance¨"
COLOMBIA,INFLUENCER,Maleja Restrepo,34,"Santiago de Cali, Colombia",,Jueves,,10:00 A.M.,,X,,,X,,,,,,,X,,,X,,,,,,Plano completo,Indumentaria,Foto mostrando a su hija mayor disfrazada de pirata
COLOMBIA,INFLUENCER,Maleja Restrepo,34,"Santiago de Cali, Colombia",,Jueves,,2:00 P.M.,,X,,,X,,,,,,X,,,,,,,,,,Plano medio corto,Esqueleto negro,Video contando que está en recuperación y se cortó el cabello
COLOMBIA,INFLUENCER,Maleja Restrepo,34,"Santiago de Cali, Colombia",,Jueves,,3:00 P.M.,,X,,,,X,,,,,,X,,X,,,,,,,,Libro,"Video boomerang capturados de @familyhostvilladeleyva, el cual muestra el libro de alexa y su esposo (@tatanmejia) acompañado de un texto que dice nunca es tarde"
COLOMBIA,INFLUENCER,Maleja Restrepo,34,"Santiago de Cali, Colombia",,Jueves,,3:00 P.M.,,X,,,X,,,,,,,X,,X,,,,,,,Plano medio corto,"automóvil, joyería (cadenas), esqueleto y camiseta negra",Video de alexa y su espo diciendo que lo más bello de ella es lo que no se ve
COLOMBIA,INFLUENCER,Maleja Restrepo,34,"Santiago de Cali, Colombia",Bogotá D.C. Colombia,Jueves,,3:00 P.M.,,,X,,X,,,219.507K,,2.771K,,X,,,X,,,,,,Plano medio,"Indumentaria, blusa, tatuaje y maquillaje.",La verdad es que me corte muchos centímetros de miedo 💓
COLOMBIA,INFLUENCER,Maleja Restrepo,34,"Santiago de Cali, Colombia",Bogotá D.C. Colombia,Jueves,,3:00 P.M.,,,X,,X,,,219.507K,,2.771K,,X,,,X,,,,,,Plano medio corto,"Indumentaria, blusa, tatuaje y maquillaje.",La verdad es que me corte muchos centímetros de miedo 💓
COLOMBIA,INFLUENCER,Maleja Restrepo,34,"Santiago de Cali, Colombia",Bogotá D.C. Colombia,Jueves,,3:00 P.M.,,,X,,X,,,219.507K,,2.771K,,X,,,X,,,,,,Plano medio,"Indumentaria, blusa, tatuaje y maquillaje.",La verdad es que me corte muchos centímetros de miedo 💓
COLOMBIA,INFLUENCER,Maleja Restrepo,34,"Santiago de Cali, Colombia",,Viernes,,7:00 A.M.,,X,,,X,,,,,,,X,,,X,,,,,,Plano medio corto,Indumentaria y piercing,Video de ella con su hija entre sus piernas diciendo buenos días
COLOMBIA,INFLUENCER,Maleja Restrepo,34,"Santiago de Cali, Colombia",,Viernes,,7:00 A.M.,,X,,,X,,,,,,,X,,,X,,,,,,Plano medio corto,Indumentaria y piercing,Video de ella con su hija entre sus piernas cantando baby shark dance y llamando a su hermana
COLOMBIA,INFLUENCER,Maleja Restrepo,34,"Santiago de Cali, Colombia",,Viernes,,7:00 A.M.,,X,,,X,,,,,,,X,,,X,,,,,,Plano medio corto,Indumentaria y piercing,Video de ella con su hija entre sus piernas repitiendo alegona
COLOMBIA,INFLUENCER,Maleja Restrepo,34,"Santiago de Cali, Colombia",,Viernes,,7:00 A.M.,,X,,,X,,,,,,,X,,,X,,,,,,Plano medio corto,Indumentaria y piercing,Video de ella con su hija entre sus piernas mientras le dice que no quiere más fotos
COLOMBIA,INFLUENCER,Maleja Restrepo,34,"Santiago de Cali, Colombia",,Viernes,,8:00 A.M.,,X,,,X,,,,,,X,,,,,,,,,,Plano medio ,"Indumentaria, tatuaje y piercing",Video de ella volviendo a saludar
COLOMBIA,INFLUENCER,Maleja Restrepo,34,"Santiago de Cali, Colombia",,Viernes,,8:00 A.M.,,X,,,X,,,,,,X,,,,,,,,,,Plano medio ,"Indumentaria, tatuaje y piercing",Video de ella da una premisa de lo que hará el día de hoy
COLOMBIA,INFLUENCER,Maleja Restrepo,34,"Santiago de Cali, Colombia",,Viernes,,8:00 A.M.,,X,,,X,,,,,,X,,,,,,,,,,Plano medio ,"Indumentaria, tatuaje y piercing",Video de ella diciendo lo feliz que está de haberse cortado el cabello
COLOMBIA,INFLUENCER,Maleja Restrepo,34,"Santiago de Cali, Colombia",,Viernes,,9:00 A.M.,,X,,,X,,,,,,,X,,,X,,,,,,Plano medio corto,"Indumentaria, tatuaje y piercing","Video de ella y su hija en un parque, mientra ella le pide que se ponga una flor como ella se la pone"
COLOMBIA,INFLUENCER,Maleja Restrepo,34,"Santiago de Cali, Colombia",,Viernes,,10:00 A.M.,,X,,,X,,,,,,X,,,,,,,,,,Plano medio,"Indumentaria, tatuaje, chocker y piercing","Video de ella recomendando a la señora que le está restaurando el cabello, mientras va de pasajera en un automóvil @byalexandperez con un texto que dice ¨Te quiero @kasakstudio"
