 ,,INFLUENCERS,,CIUDAD / PAÍS,,DÍA,HORARIO DE PUBLICACIÓN,,TIPO DE PUBLICACIÓN,,,,MONETIZACIÓN,,,NÚMERO DE REACCIONES,,,PERSONAS EXPUESTAS (ROL),,,,,,,,,,PLANO PARA TOMAR FOTO/VIDEO,ELEMENTOS TECNOLÓGICOS,DESCRIPCIÓN
COLOMBIA,MODELO,Carolina Cruz,40,"Tuluá valle del cauca, Colombia",,Sábado,,1:00 P.M.,,X,,,X,,,,,,X,,,,,,,,,,Plano completo,"Indumentaria (enterito y tenis), micrófono y tablet","Video captura de @carolinaflorezcoy de la presentación de Carolina Cruz en el evento HKM Travel Talks 2.0, con un texto que dice ¨Aprendiendo de mujeres muy duras @carolinacruzosorio @hmktraveltalks @hkmtravel¨, con una respuesta de ¨Gracias!!!!¨"
COLOMBIA,MODELO,Carolina Cruz,40,"Tuluá valle del cauca, Colombia",,Sábado,,1:00 P.M.,X,,,,X,,,,,,X,,,,,,,,,,Plano completo,"Indumentaria (enterito y tenis), micrófono y tablet","Foto captura de @lifeofangie_de la presentación de Carolina Cruz en el evento HKM Travel Talks 2.0 con un texto que dice ¨Cuando emprende la palabra que debes tener siempre en tu mente es persistir. Gracias @carolinacruzosorio por compartir tu historia¨, (@hkmtraveltals) con una respuesta de ¨Gracias por escucharla!!!¨"
COLOMBIA,MODELO,Carolina Cruz,40,"Tuluá valle del cauca, Colombia",,Sábado,,1:00 P.M.,,X,,,,X,,,,,,,,,,X,,,X,,Plano a detalle,Esmalte y manillas,"Video de @carolinaordonez probándose las manillas y escogiendo el collar que se pondrá para la piscina, con un texto que dice ¨Love @carolinacruzosorio @carocruzempresa, en la ubicación de Cartagena de indias¨, con una respuesta ¨Te amo!!!! @carocruzempresa"
COLOMBIA,MODELO,Carolina Cruz,40,"Tuluá valle del cauca, Colombia",,Sábado,,1:00 P.M.,X,,,,X,,,,,,X,,,,,,,,,,Plano completo,"Indumentaria (enterito y tenis), micrófono y tablet","Foto captura de @lookandilikeoficial la presentación de Carolina Cruz en el evento HKM Travel Talks 2.0 (@carolinacruzosorio #mujerespoderosas) con un texto que dice ¨Que mujer tan real y maravillosa. Una inspiración para mi y espero para todas ustedes!!!¨, con una respuesta de ¨Que bella!!! Gracias¨"
COLOMBIA,MODELO,Carolina Cruz,40,"Tuluá valle del cauca, Colombia",,Sábado,,1:00 P.M.,X,,,,X,,,,,,,X,X,,,,,,,,Plano americano,"Indumentaria (enterito, blazer, camisa, pantalón, cinturón, vestido)",Foto de ella y sus compañeros en el evento HKM Travel Talks 2.0 (@laura_tobon @hkmtraveltalks @hkmtravel)
COLOMBIA,MODELO,Carolina Cruz,40,"Tuluá valle del cauca, Colombia",,Sábado,,1:00 P.M.,X,,,,X,,,,,,X,,,,,,,,,,Plano completo,"Indumentaria (enterito y tenis), micrófono y tablet","Foto captura de @soykelinpio de la presentación de Carolina Cruz en el evento HKM Travel Talks 2.0 (@carolinacruzosorio @lucasdlarosa) con un texto que dice ¨Impactado con la historia de tu empresa @carolinacruzosorio, definitivamente nadie conoce de los grandes sacrificios que hay detrás de un nombre¨, con una respuesta de ¨ Gracias!! Muchas gracias¨"
COLOMBIA,MODELO,Carolina Cruz,40,"Tuluá valle del cauca, Colombia",,Sábado,,1:00 P.M.,X,,,,X,,,,,,X,,,,,,,,,,Plano completo,"Indumentaria (enterito y tenis), micrófono y tablet","Video captura de @federico.segura de la presentación de Carolina Cruz en el evento HKM Travel Talks 2.0 (@carolinacruzosorio @hkmtravel @hkmtraveltalks) con un texto que dice ¨La energía y la fuerza hecha mujer¨, con una respuesta de ¨ Waooo gracias¨"
COLOMBIA,MODELO,Carolina Cruz,40,"Tuluá valle del cauca, Colombia",,Sábado,,1:00 P.M.,X,,,,X,,,,,,X,,,,,,,,,,Plano completo,"Indumentaria (enterito y tenis), micrófono y tablet","Video captura de @paula.zamu de la presentación de Carolina Cruz en el evento HKM Travel Talks 2.0 con un texto que dice ¨Nunca voy a olvidar la palabra PERSISTIR. Gracias @carolinacruzosorio¨, con una respuesta de ¨ Gracias por escucharla!!!¨"
COLOMBIA,MODELO,Carolina Cruz,40,"Tuluá valle del cauca, Colombia",,Sábado,,5:00 P.M.,,X,,,X,,X,,,,,X,,,X,,,,,,Plano medio,"Indumentaria (vestido, bikini y bolso) y joyería","Video captura de @castillonatalia donde muestra a Carolina llegando a Cartagena, con un texto que dice ¨@carolinacruzosorio y falta @danielaalvareztv¨, con una respuesta ¨Llegue¨"
COLOMBIA,MODELO,Carolina Cruz,40,"Tuluá valle del cauca, Colombia",,Sábado,,5:00 P.M.,,X,,,X,,X,,,,,X,,,X,,,,,,Plano medio corto,"Indumentaria (vestido, bikini, sombrero y bolso), lentes de sol y joyería","Video captura de @carolinaordonez donde muestra a Carolina llegando a Cartagena, con un texto que dice ¨llegó está belleza @carolinacruzosorio¨, con una respuesta ¨@amar.expériences #Alestiloamar¨"
COLOMBIA,MODELO,Carolina Cruz,40,"Tuluá valle del cauca, Colombia",,Sábado,,5:00 P.M.,,X,,,X,,X,,,,,X,,,X,,,,,,Plano completo,"Indumentaria (vestido, bikini, sombrero y bolso), lentes de sol y joyería","Video captura de @diego_pachon donde muestra a Carolina llegando a Cartagena, con un texto que dice ¨Ella no se va a quedar por fuera @carolinacruzosorio¨, con una respuesta ¨@amar.experiences #Alestiloamar¨"
COLOMBIA,MODELO,Carolina Cruz,40,"Tuluá valle del cauca, Colombia",,Sábado,,5:00 P.M.,,X,,,X,,X,,,,,X,,,X,,,,,,Plano completo,"Indumentaria (vestido, bikini, sombrero y bolso), lentes de sol y joyería","Video captura de @daniellamoscarela donde muestra a Carolina llegando a Cartagena, con un texto que dice ¨@tutivargasm @diego_pachon @catillonatalia @tata2fit @michelleyidios¨, con una respuesta ¨Llegue!!!¨"
COLOMBIA,MODELO,Carolina Cruz,40,"Tuluá valle del cauca, Colombia",,Sábado,,5:00 P.M.,,X,,,X,,X,,,,,X,,,X,,,,,,Plano medio,"Indumentaria (vestido, bikini, sombrero y bolso), lentes de sol y joyería",Video de ella diciendo que no se iba a perder esa despedida (@amar.expériences #Alestiloamar)
COLOMBIA,MODELO,Carolina Cruz,40,"Tuluá valle del cauca, Colombia",,Sábado,,5:00 P.M.,,X,,,X,,X,,,,,X,X,,,,,,,,Plano completo,"Indumentaria (vestido, bikini, sombrero y bolso), lentes de sol y joyería",Video de ella mostrando a sus compañeros de viaje (@amar.expériences #Alestiloamar)
COLOMBIA,MODELO,Carolina Cruz,40,"Tuluá valle del cauca, Colombia",,Sábado,,5:00 P.M.,,X,,,X,,X,,,,,X,,,X,,,,,,Plano medio,"Indumentaria (vestido, bikini, sombrero y bolso), lentes de sol y joyería","Video de @tata2fit y ella contando que lleva 20 años yendo a Cartagena todos los noviembre mientras caminan (@amar.experiences), con un corazón dibujado"
COLOMBIA,MODELO,Carolina Cruz,40,"Tuluá valle del cauca, Colombia",,Sábado,,5:00 P.M.,,X,,,X,,X,,,,,X,,,X,,,,,,Plano completo,"Indumentaria (vestido, bikini, sombrero y bolso), lentes de sol y joyería","Video de @tata2fit, @daniellamoscarella y ella contando la experiencia que van a tener en la despedida de soltera de Natalia (@amar.experiences)"
COLOMBIA,MODELO,Carolina Cruz,40,"Tuluá valle del cauca, Colombia",,Sábado,,6:00 P.M.,,X,,,X,,X,,,,,,,,,,,,,X,,,Video del yate y la decoración de este donde estarán para él atardecer (@amar.expériences #Alestiloamar)
COLOMBIA,MODELO,Carolina Cruz,40,"Tuluá valle del cauca, Colombia",,Sábado,,6:00 P.M.,X,,,,X,,X,,,,,X,X,,,,,,,,Plano completo,"Indumentaria (vestido, bikini, sombrero y bolso), lentes de sol y joyería","Foto captura de @castillonatalia donde estan todos en él yate, con él texto ¨Despedida de soltera #losaguacates @tutivargasm @diego_pachon @catillonatalia @tata2fit @michelleyidios @carolinacruzororio @carolinaordonez"
COLOMBIA,MODELO,Carolina Cruz,40,"Tuluá valle del cauca, Colombia",,Sábado,,6:00 P.M.,X,,,,X,,X,,,,,X,,,X,,,,,,Plano medio,Indumentaria (vestido) maquillaje y joyería,"Foto de ella con @tata2fit, con un texto que dice ¨Te amo @tat2fit. Gracias @isk_shop por mi cover up!!!¨"
COLOMBIA,MODELO,Carolina Cruz,40,"Tuluá valle del cauca, Colombia",,Sábado,,6:00 P.M.,X,,,,,,X,,,,X,,,,,,,,,,Plano completo,Vestido de baño enterizo,"Foto de ella posando en él yate, con un texto que dice ¨Intento 1 en movimiento @conchitaswim¨"
COLOMBIA,MODELO,Carolina Cruz,40,"Tuluá valle del cauca, Colombia",,Sábado,,6:00 P.M.,X,,,,,,X,,,,X,,,,,,,,,,Plano completo,Vestido de baño enterizo,"Foto de ella posando en él yate, con un texto que dice ¨Intento 2 en movimiento @conchitaswim¨"
COLOMBIA,MODELO,Carolina Cruz,40,"Tuluá valle del cauca, Colombia",,Sábado,,6:00 P.M.,X,,,,,,X,,,,X,,,,,,,,,,Plano completo,Vestido de baño enterizo,"Foto de ella posando en él yate, con un texto que dice ¨Intento 3 en movimiento @conchitaswim¨"
COLOMBIA,MODELO,Carolina Cruz,40,"Tuluá valle del cauca, Colombia",,Sábado,,7:00 P.M.,X,,,,,,X,,,,X,,,,,,,,,,Plano completo,"Vestido de baño enterizo, joyería y salida de baño",Foto de ella posando en la cama (@etekabeachcartagen @isk_shop)
COLOMBIA,MODELO,Carolina Cruz,40,"Tuluá valle del cauca, Colombia",,Sábado,,8:00 P.M.,X,,,,X,,,,,,,X,,X,,,,,,,Plano completo,"Indumentaria (vestido y bikini), lentes de sol y joyería","Video de captura de @diego_pachon  de una fiesta privada con una parranda vallenata, con un texto que dice ¨Para los que pedían baile con mi pareja de siempre ¨, con una respuesta ¨Llegue¨"
COLOMBIA,MODELO,Carolina Cruz,40,"Tuluá valle del cauca, Colombia",,Sábado,,8:00 P.M.,,X,,,X,,,,,,,X,,X,,,,,,,Plano medio,"Indumentaria (vestido y bikini), lentes de sol y joyería","Video de captura de @diego_pachon  como se escapó fiesta para realizarla en el portón de portón con @carolinacruzosorio y @fabiostarrita , con un texto que dice ¨Nos volamos a recortar a @carolinacruzosorio y @fabiostarrita @experiences¨"
COLOMBIA,MODELO,Carolina Cruz,40,"Tuluá valle del cauca, Colombia",,Sábado,,8:00 P.M.,,X,,,X,,,,,,,X,,,X,,,,,,Plano medio,"Indumentaria (vestido y bikini), lentes de sol y joyería","Video de captura de @carolinaordonez en la fiesta privada, con un texto que dice ¨Bailar con ellas champeta hasta el final @carolinacruzosorio y @daniellamoscarella¨"
COLOMBIA,MODELO,Carolina Cruz,40,"Tuluá valle del cauca, Colombia",,Sábado,,8:00 P.M.,,X,,,X,,,,,,X,,,,,,,,,,Plano americano,"Indumentaria (vestido y bikini), lentes de sol y joyería","Video de captura de @carolinaordonez en la fiesta privada, con un texto que dice ¨Como yo le digo. ARDE INSTAGRAM @carolinacruzosorio¨, con una respuesta de ¨Te amoooooo"
COLOMBIA,MODELO,Carolina Cruz,40,"Tuluá valle del cauca, Colombia",,Sábado,,8:00 P.M.,,X,,,X,,,,,,X,,,,,,,,,,Plano americano,"Indumentaria (vestido y bikini), lentes de sol y joyería","Video de captura de @carolinaordonez en la fiesta privada, con un texto que dice ¨LA MAMÁ DE LA GUARACHA @carolinacruzosorio¨, con un corazón dibujado"
COLOMBIA,MODELO,Carolina Cruz,40,"Tuluá valle del cauca, Colombia",,Sábado,,11:00 P.M.,,X,,,X,,,,,,X,,,,,,,,,,Plano medio inferior,Short y tenis,Video de ella bailando (@lajugadaclubhouse)
COLOMBIA,MODELO,Carolina Cruz,40,"Tuluá valle del cauca, Colombia",,Sábado,,11:00 P.M.,,X,,,X,,,,,,,X,X,,,,,,,,Plano medio corto,Indumentaria y joyería,Video de captura de @tata2fit diciendo en van en camino a la jugada club (ubicación en el centro histórico de cartagena de indias/ @tutivargasm / @carolinacruzosoria /@diego_pachon)
COLOMBIA,MODELO,Carolina Cruz,40,"Tuluá valle del cauca, Colombia",,Sábado,,11:00 P.M.,X,,,,X,,,,,,X,,,,,,,,,,Plano completo,"Indumentaria (tenis, short y camisa) y joyería",Foto de ella posando en el bar @lajugadaclubhouse
COLOMBIA,MODELO,Carolina Cruz,40,"Tuluá valle del cauca, Colombia",,Sábado,,11:00 P.M.,X,,,,X,,,,,,,X,X,,,,,,,,Plano completo,Indumentaria,Video de captura de @diego_pachon de la fiesta en el bar @lajugadaclubhouse mientras bailan (@tutivargasm / @carolinacruzosoria /@fabiostarita / @tata2fit / @carolinaordonez)
COLOMBIA,MODELO,Carolina Cruz,40,"Tuluá valle del cauca, Colombia",Bogotá D.C. Colombia,Sábado,,11:00 P.M.,,,X,,X,,,27.704k,,148,,X,,,X,,,,,,Plano americano,bata marrón y boina negra,"“Tu talento no depende de a cuántas personas les gusta lo que haces. Tu talento depende de si a tu corazón y a tu alma les gusta lo que haces. Se trata de que siempre puedas ser honesta contigo misma, y de que nunca intercambies tu AUTENTICIDAD por gustarle a los demás.” 🍂🍂
@danigophoto @malejocangrejo"
COLOMBIA,MODELO,Carolina Cruz,40,"Tuluá valle del cauca, Colombia",Bogotá D.C. Colombia,Sábado,,11:00 P.M.,,,X,,X,,,62.178k,,263,,X,,,X,,,,,,Plano completo,vestido negro con antifaz,"F L U I R 🌾🌾
@isk_shop @etekabeachcartagena @anima_design @carocruzempresa"
COLOMBIA,MODELO,Carolina Cruz,40,"Tuluá valle del cauca, Colombia",Bogotá D.C. Colombia,Sábado,,11:00 P.M.,,,X,,X,,,59.373k,,217,,X,,,X,,,,,,Plano completo,"esmalte de uñas, maquillaje, joyeria y blusa",En @lajugadaclubhouse ⭐️⭐️
COLOMBIA,MODELO,Carolina Cruz,40,"Tuluá valle del cauca, Colombia",,Domingo,,12:00 A.M.,X,,,,X,,,,,,X,,,,,,,,,,Plano completo,"Indumentaria (tenis, short y camisa) y joyería",Foto de ella posando en el baño del bar @lajugadaclubhouse
COLOMBIA,MODELO,Carolina Cruz,40,"Tuluá valle del cauca, Colombia",,Domingo,,11:00 A.M,,X,,,X,,,,,,,,,,,X,,X,,,Plano medio,Indumentaria (pijama enteriza),"Video de su hijo desayunando, con un texto que dice ¨mientras tanto en bogotá mi muñeco come buñuelos...¨"
COLOMBIA,MODELO,Carolina Cruz,40,"Tuluá valle del cauca, Colombia",,Domingo,,11:00 A.M,X,,,,,,X,,,,X,,,,,,,,,,Plano completo,"Indumentaria (short de jean, camisa blanca, sandalias altas, sombrero) y joyería",Foto de ella mostrando su outfit del dia (@calzatodo)
COLOMBIA,MODELO,Carolina Cruz,40,"Tuluá valle del cauca, Colombia",,Domingo,,11:00 A.M,,X,,,,,X,,,,X,,,,,,,,,,Plano medio,"Indumentaria (sudadera), maquillaje y joyería",Video de ella diciendo que va a responder una pregunta muy frecuente (@seminatedu)
COLOMBIA,MODELO,Carolina Cruz,40,"Tuluá valle del cauca, Colombia",,Domingo,,11:00 A.M,,X,,,,,X,,,,X,,,,,,,,,,Plano medio,"Indumentaria (sudadera), maquillaje y joyería","Video de ella promocionando las becas al 60% en la maestría online, con la posibilidad de hacer 2 semanas en madrid (@seminatedu), con un texto que dice ¨Responde la entrevista que te llegará al correo¨"
COLOMBIA,MODELO,Carolina Cruz,40,"Tuluá valle del cauca, Colombia",,Domingo,,11:00 A.M,,X,,,,,X,,,,,X,X,,,,,,,,Plano americano,"Indumentaria (vestido y bikini), lentes de sol y joyería","Video de @fabiostarita donde todos los asistente de la despedida de soltera dicen que se adueñaron del yate @nauty360 (@tata2fit @carolinacruzosorio @diego_pachon), con un texto que dice ¨Los mejores¨"
COLOMBIA,MODELO,Carolina Cruz,40,"Tuluá valle del cauca, Colombia",,Domingo,,11:00 A.M,,X,,,,,X,,,,,X,X,,,,,,,,Plano americano,"Indumentaria (vestido y bikini), lentes de sol y joyería",Video de @fabiostarita donde todos los asistente de la despedida de soltera dicen que los consienten mucho en cartagena y él app que van a sacar proximamentes (@nauty360 @tata2fit @ carolina cruz osorio @diego_pachon)
COLOMBIA,MODELO,Carolina Cruz,40,"Tuluá valle del cauca, Colombia",,Domingo,,1:00 P.M.,X,,,,,,X,,,,,X,,,X,,,,,,Plano completo,"Indumentaria (vestido de baño y bikini), lentes de sol, joyería y sombrero","Foto de @tata2fit con @carolinacruzosorio acostadas en un yate (@nauty360, ubicación en Cartagena de indias)"
COLOMBIA,MODELO,Carolina Cruz,40,"Tuluá valle del cauca, Colombia",,Domingo,,1:00 P.M.,,X,,,,,X,,,,,X,X,,,,,,,,Plano completo,"Indumentaria (vestido y bikini), lentes de sol y joyería",Video de @fabiostarita donde todos los asistente de la despedida de soltera en él yate (@tata2fit @ carolina cruz osorio @diego_pachon @castillonatalia @daniellamoscarella @michellealvarez @daniellaalvareztv)
COLOMBIA,MODELO,Carolina Cruz,40,"Tuluá valle del cauca, Colombia",,Domingo,,2:00 P.M.,X,,,,,,X,,,,,X,X,,,,,,,,Plano completo,"Indumentaria (vestido y bikini), inflables, lentes de sol y joyería",Foto de @fabiostarita en la piscina con los asistente de la despedida de soltera en él yate (@tata2fit @ carolina cruz osorio @diego_pachon) con un texto que dice ¨Los amigos¨
COLOMBIA,MODELO,Carolina Cruz,40,"Tuluá valle del cauca, Colombia",,Domingo,,2:00 P.M.,X,,,,,,X,,,,,X,,X,,,,,,,Plano medio,"Indumentaria (vestido y bikini), lentes de sol y joyería","Foto de @fabiostarita con @carolinacruzosorio acostados tomando el sol, con un texto que dice ¨Así?¨"
COLOMBIA,MODELO,Carolina Cruz,40,"Tuluá valle del cauca, Colombia",,Domingo,,2:00 P.M.,,X,,,,,X,,,,,X,,,X,,,,,,Plano americano,"Indumentaria (vestido y bikini), lentes de sol y joyería","Video boomerang de @tata2fit con @carolinacruzosorio y @tutivargasm en una piscina con unos flotadores uniformadas (@pandoracolombiaoficial), con un texto que dice ¨Aquí!!!¨"
COLOMBIA,MODELO,Carolina Cruz,40,"Tuluá valle del cauca, Colombia",,Domingo,,2:00 P.M.,,X,,,,,X,,,,X,,,,,,,,,,Plano americano,"Indumentaria (vestido de baño), sombrero, lentes de sol y joyería",Video de ella mostrando su vestido de baño con un filtro de Sparkles (@marazulw)
COLOMBIA,MODELO,Carolina Cruz,40,"Tuluá valle del cauca, Colombia",,Domingo,,2:00 P.M.,,X,,,,,X,,,,X,,,,,,,,,,Plano completo,"Indumentaria (vestido de baño), sombrero, lentes de sol y joyería",Video boomerang de ella mostrando su vestido de baño mientras baila (@marazulw)
COLOMBIA,MODELO,Carolina Cruz,40,"Tuluá valle del cauca, Colombia",,Domingo,,3:00 P.M.,,X,,,X,,,,,,,X,X,,,,,,,,Plano completo,"Indumentaria (vestido de baño), sombrero, lentes de sol y joyería",Video de ella recostada con todos los asistentes de la despedida de soltera (@fabiostarita)
COLOMBIA,MODELO,Carolina Cruz,40,"Tuluá valle del cauca, Colombia",,Domingo,,3:00 P.M.,X,,,,X,,,,,,,X,X,,,,,,,,Plano medio,"Indumentaria (vestido de baño), sombrero, gorras, lentes de sol y joyería","Foto de @diego_pachon con los asistentes a la despedida de soltera (@tata2fit @fabiostarita @carolinacruzosorio #cuatripolares), con un texto que dice ¨El atardecer nos coge aquí¨, con una respuesta que dice ¨Los amo¨"
COLOMBIA,MODELO,Carolina Cruz,40,"Tuluá valle del cauca, Colombia",,Domingo,,4:00 P.M.,,X,,,,,X,,,,,,,,,,,,,X,,,Video de ella mirando un puerto de isla pelicano (@pandoracolombiaoficial @islapelicanocol #whatdoyoulove)
COLOMBIA,MODELO,Carolina Cruz,40,"Tuluá valle del cauca, Colombia",,Domingo,,4:00 P.M.,,X,,,,,X,,,,,X,X,,,,,,,,Plano completo,"Indumentaria (vestido de baño), sombrero, lentes de sol y joyería","Video de ella con los asistentes a la despedida de soltera, mientras comen (@pandoracolombiaoficial @islapelicanocol #whatdoyoulove)"
COLOMBIA,MODELO,Carolina Cruz,40,"Tuluá valle del cauca, Colombia",,Domingo,,4:00 P.M.,,X,,,,,X,,,,,X,X,,,,,,,,Plano completo,"Indumentaria (vestido de baño), sombrero, lentes de sol y joyería","Video de ella con los asistentes a la despedida de soltera, mientras comen (@pandoracolombiaoficial @islapelicanocol)"
COLOMBIA,MODELO,Carolina Cruz,40,"Tuluá valle del cauca, Colombia",,Domingo,,4:00 P.M.,,X,,,,,X,,,,,,,,,,,,,X,,,Video de ella mostrando el paisaje de una terraza de hotel con piscina e inflables (@pandoracolombiaoficial @islapelicanocol #whatdoyoulove)
COLOMBIA,MODELO,Carolina Cruz,40,"Tuluá valle del cauca, Colombia",,Domingo,,5:00 P.M.,,X,,,,,X,,,,,X,,X,,,,,,,Plano medio corto,"Indumentaria (vestido de baño), cachuchas, lentes de sol y joyería","Video de ella con @oliverolivenllam diciendo que lo trajo por su gran trabajo, con un texto que dice ¨Tesitooooooo¨"
COLOMBIA,MODELO,Carolina Cruz,40,"Tuluá valle del cauca, Colombia",,Domingo,,5:00 P.M.,X,,,,,X,,,,,X,,,,,,,,,,Plano medio corto,"Indumentaria (vestido de baño), cachuchas, lentes de sol y joyería",Foto de ella cubriendo su rostro del sol con una visera y mostrando su outfit (@carocruzempresa)
COLOMBIA,MODELO,Carolina Cruz,40,"Tuluá valle del cauca, Colombia",,Domingo,,5:00 P.M.,X,,,,,,X,,,,X,,,,,,,,,,Plano medio ,"Indumentaria (vestido de baño), cachuchas, lentes de sol y joyería",Foto de ella cubriendo su rostro del sol con una visera y mostrando su outfit (@palorosabeachwear)
COLOMBIA,MODELO,Carolina Cruz,40,"Tuluá valle del cauca, Colombia",,Domingo,,5:00 P.M.,X,,,,X,,,,,,,X,,X,,,,,,,Plano medio ,"Indumentaria (vestido de baño), cachuchas, lentes de sol y joyería",Foto de ella y @oliverolivellam
COLOMBIA,MODELO,Carolina Cruz,40,"Tuluá valle del cauca, Colombia",,Domingo,,5:00 P.M.,,X,,,X,,,,,,,X,X,,,,,,,,Plano completo,"Indumentaria (vestido de baño), cachuchas, lentes de sol y joyería",Video boomerang de @castillonatalia con los asistentes a la despedida de soltera (@carolinacruzosorio @diego_pachon @Fabiostarita @daniellamoscarella @michellealvarez @daniellaalvareztv) con un texte que dice ¨No se cual es más linda¨y una respuesta ¨Tuuuuu¨
COLOMBIA,MODELO,Carolina Cruz,40,"Tuluá valle del cauca, Colombia",,Domingo,,5:00 P.M.,,X,,,,,X,,,,,X,X,,,,,,,,Plano completo,"Indumentaria (vestido de baño), cachuchas, lentes de sol y joyería",Video boomerang de @michellealvarez con los asistentes a la despedida de soltera (@carolinacruzosorio @diego_pachon @Fabiostarita @daniellamoscarella @castillonatalia @daniellaalvareztv) con un texte que dice ¨Celebrating her love¨
COLOMBIA,MODELO,Carolina Cruz,40,"Tuluá valle del cauca, Colombia",,Domingo,,5:00 P.M.,,X,,,,,X,,,,,X,X,,,,,,,,Plano completo,"Indumentaria (vestido de baño), cachuchas, lentes de sol y joyería",Video boomerang de @tutivargasm con los asistentes a la despedida de soltera carolina cruz osorio @diego_pachon @Fabiostarita @daniellamoscarella @castillonatalia @daniellaalvareztv @palorosabeachwear #losaguacates)
COLOMBIA,MODELO,Carolina Cruz,40,"Tuluá valle del cauca, Colombia",,Domingo,,5:00 P.M.,,X,,,,,X,,,,,X,X,,,,,,,,Plano completo,"Indumentaria (vestido de baño), cachuchas, lentes de sol y joyería",Video de ella bailando en el yate @nauty360
COLOMBIA,MODELO,Carolina Cruz,40,"Tuluá valle del cauca, Colombia",,Domingo,,5:00 P.M.,X,,,,X,,,,,,,X,,,X,,,,,,Plano completo,"Indumentaria (vestido de baño), cachuchas, lentes de sol y joyería","Foto de  ella con las asistentes a la despedida de soltera , con un texte que dice ¨Linduras¨"
COLOMBIA,MODELO,Carolina Cruz,40,"Tuluá valle del cauca, Colombia",,Domingo,,6:00 P.M.,X,,,,X,,,,,,,X,,,X,,,,,,Plano completo,"Indumentaria (vestido de baño), cachuchas, lentes de sol y joyería","Foto de  ella con las asistentes a la despedida de soltera , con un texte que dice ¨Divinas!!!!¨"
COLOMBIA,MODELO,Carolina Cruz,40,"Tuluá valle del cauca, Colombia",,Domingo,,6:00 P.M.,X,,,,,,X,,,,X,,,,,,,,,,Plano completo,"Indumentaria (vestido de baño), cachuchas, lentes de sol y joyería",Video de ella bailando en el yate @nauty360
COLOMBIA,MODELO,Carolina Cruz,40,"Tuluá valle del cauca, Colombia",,Domingo,,7:00 P.M.,,X,,,X,,,,,,,X,,,X,,,,,,Plano medio corto,"Indumentaria (vestido de baño), cachuchas, lentes de sol y joyería",Video de ella bailando de ella con @daniellaalvareztv @michelleyidios
COLOMBIA,MODELO,Carolina Cruz,40,"Tuluá valle del cauca, Colombia",,Domingo,,7:00 P.M.,,X,,,X,,,,,,,X,,X,,,,,,,Plano completo,"Indumentaria (vestido de baño), cachuchas, lentes de sol y joyería",Video captura de @fabiostarita bailando en el yate con @carolinacrusosorio
COLOMBIA,MODELO,Carolina Cruz,40,"Tuluá valle del cauca, Colombia",,Domingo,,8:00 P.M.,,X,,,,,X,,,,,,,,,,,,,X,,,Video de ella mostrando el restarante en que comerá esa noche con sus amigos y diciendo lo mucho que los han consentido (@hyattcartagena #kokau)
COLOMBIA,MODELO,Carolina Cruz,40,"Tuluá valle del cauca, Colombia",,Domingo,,10:00 P.M.,,X,,,X,,,,,,,X,X,,,,,,,,Plano medio corto,"Indumentaria (vestido de baño), cachuchas, lentes de sol y joyería",Video de @castillonatalia donde dice que ella madrugaba mientras que sus amigos dicen que se levanta a las 3:20 A.M. con un texto que dice¨@carolinacruzosorio y @fabiostarita se levantan a las 3:20 AM. Repito 3:20 AM. Este mensaje va para los que dicen que madrugo mucho @daniellamoscarella @tvovt @castillosilvia¨ con un mensaje de respuesta que dice ¨3:30¨
COLOMBIA,MODELO,Carolina Cruz,40,"Tuluá valle del cauca, Colombia",,Domingo,,10:00 P.M.,,X,,,,,X,,,,,,,,,,,,,X,,,Video de ella mostrando su plato de cena (@hyattcartagena #kokau)
COLOMBIA,MODELO,Carolina Cruz,40,"Tuluá valle del cauca, Colombia",,Domingo,,10:00 P.M.,X,,,,X,,,,,,,,,,,,,,,,Plano completo,"Indumentaria (buzo, short de jean y tenis) y bolso",Foto de ella mostrando su outfit (@hyattcartagena)
COLOMBIA,MODELO,Carolina Cruz,40,"Tuluá valle del cauca, Colombia",Bogotá D.C. Colombia,Domingo,,10:00 P.M.,,,X,,X,,,62.187K,,212,,,,,,X,,X,,,Plano medio corto,"indumentaria, gorra, chaqueta, disfraz dinosaurio.",MÍOS DE MI VIDA ENTERA ❤️🙏🏼👨‍👩‍👦
COLOMBIA,MODELO,Carolina Cruz,40,"Tuluá valle del cauca, Colombia","Cartagena de indias, Colombia",Domingo,,10:00 P.M.,,,X,,X,,,68.808K,,180,,,,,,X,,,X,,Plano completo,"Indumentaria (vestido de baño), sombrero, lentes de sol y joyería",@tutivargasm @michelleyidios @carolinaordonez @daniellamoscarella @tata2fit @castillonatalia @danielaalvareztv que delicia de FDS!! Hermosas ❤️
COLOMBIA,MODELO,Carolina Cruz,40,"Tuluá valle del cauca, Colombia",,Lunes,,12:00 P.M.,X,,,,X,,,,,,,X,X,,,,,,,,Plano medio corto,"Indumentaria (vestido de baño), sombrero, lentes de sol y joyería","Foto de ella y sus amigos acostados en el yate, con un texto que dice ¨Pocos entiendenlo que significa hermandad, menor mal nosotros lo tenemos clarísimo. Los amor @diego_pachon @fabiostarita @tat2fit #Cuatripolares"
